	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
C1orf56	1.72614212681386	7.68860201090514	6.22873892506015	7.55004733500387e-07	7.65188148240961e-06	5.40556532502838	ILMN_1754370	C1orf56	up
C1orf87	-1.0266777934584	10.2064759522384	-6.22608000107032	7.60586726323467e-07	7.69628946215582e-06	5.39819264887833	ILMN_1801348	C1orf87	down
C20orf181	1.10601285598698	7.48237909125246	6.21882816912528	7.7602362598669e-07	7.82778734634503e-06	5.37808249152773	ILMN_1776395	C20orf181	up
C20orf197	1.53609893649292	8.47921396796497	6.21351148865114	7.87541912556271e-07	7.93038667712468e-06	5.36333665220175	ILMN_1803788	C20orf197	up
C20orf202	1.03969550215245	8.23774383197686	6.21337306669234	7.87844091286404e-07	7.93038667712468e-06	5.36295271483898	ILMN_1660544	C20orf202	up
C20orf204	-1.55232134011023	7.59851271581554	-6.21188038245699	7.91110109384611e-07	7.95493678208174e-06	5.35881242043748	ILMN_1696183	C20orf204	down
C20orf27	-1.45150000289722	9.36301611803256	-6.20554213085599	8.05131322564156e-07	8.09169598790183e-06	5.34123032906892	ILMN_2128770	C20orf27	down
C20orf85	-1.60826311324164	10.3246174786752	-6.20416202631087	8.08217455548154e-07	8.11847048298919e-06	5.33740163941158	ILMN_1738989	C20orf85	down
C21orf91	-1.58704041162787	7.74044303570221	-6.19962141239021	8.18455555466185e-07	8.19990159632684e-06	5.32480423380523	ILMN_1758816	C21orf91	down
C22orf31	-3.33516312149502	9.01931640434208	-6.19639426715417	8.25811603064135e-07	8.25639916660171e-06	5.31585012978442	ILMN_1692739	C22orf31	down
C22orf46	-1.54772677030143	7.86154822358931	-6.19249671235199	8.34784878092898e-07	8.33311983134145e-06	5.30503504978759	ILMN_1779882	C22orf46	down
C2CD4A	-2.04821329021663	9.93016081654675	-6.18913605987892	8.42601072264229e-07	8.39372046922564e-06	5.29570904784634	ILMN_1690223	C2CD4A	down
C2orf16	-1.21692517166545	9.84513109938271	-6.18203114398526	8.59369823036493e-07	8.53865594831094e-06	5.27599026152426	ILMN_1673518	C2orf16	down
C2orf42	1.75182647667539	8.36722681322683	6.17145869838295	8.84948474824264e-07	8.77467467098946e-06	5.24664219941242	ILMN_1746085	C2orf42	up
C2orf54	-1.22552354928865	9.32794850435341	-6.16932104465407	8.90212959533782e-07	8.81778398022237e-06	5.24070747724072	ILMN_1657395	C2orf54	down
C2orf73	-1.38896287810134	9.69284478175359	-6.16507815837462	9.00755942903808e-07	8.90387529172542e-06	5.22892724370952	ILMN_1755582	C2orf73	down
C3orf14	1.29938596198186	7.87236378080264	6.14878391550992	9.42430159036377e-07	9.26345760818791e-06	5.18367701469537	ILMN_1655987	C3orf14	up
C3orf20	2.38136468395946	8.8184974522453	6.14664873071044	9.48033496726368e-07	9.30902110414927e-06	5.17774631690426	ILMN_2375879	C3orf20	up
C3orf36	-1.72305949143328	8.60897717630193	-6.13739191356585	9.72717655508524e-07	9.52708595792361e-06	5.15203151171253	ILMN_2358560	C3orf36	down
C3orf67	-1.06420202706574	11.2247313679906	-6.13465954095374	9.80127061060785e-07	9.57527889617332e-06	5.14444023007845	ILMN_2211780	C3orf67	down
C3orf80	-1.06422578108826	10.3249080941515	-6.13064081931894	9.9112832196114e-07	9.66802454424163e-06	5.13327434586625	ILMN_2381899	C3orf80	down
C4BPA	-1.56063359914255	8.62615232513131	-6.12534193222637	1.00582481143301e-06	9.80144177949616e-06	5.11855016662617	ILMN_1687316	C4BPA	down
C4orf17	1.28877389540683	8.27225650110059	6.11976541413091	1.02152895362891e-06	9.94439825506363e-06	5.10305281815325	ILMN_1669032	C4orf17	up
C4orf19	1.49776323815365	8.7019671786369	6.11678280017057	1.03002969600907e-06	1.00220795308196e-05	5.094763309524	ILMN_2157240	C4orf19	up
C4orf33	1.44905157951976	7.80167597229418	6.11489458518326	1.03544816569412e-06	1.00603373173861e-05	5.08951518160233	ILMN_1705656	C4orf33	up
C5AR2	-1.12415153266603	8.77437426327092	-6.10607187130186	1.06114982065224e-06	1.02625831825372e-05	5.06499060029652	ILMN_1737972	C5AR2	down
C5orf15	1.25810015937189	7.53991801525769	6.1045223891626	1.065729678745e-06	1.03016965328336e-05	5.06068304632791	ILMN_1669983	C5orf15	up
C5orf38	-1.1862987855673	9.30421921465986	-6.09890266240408	1.08250812362255e-06	1.04376572761922e-05	5.04505912352033	ILMN_1737025	C5orf38	down
C5orf47	1.51428475051725	9.68327159730106	6.09195756076925	1.10361245577223e-06	1.06256816820369e-05	5.02574802209189	ILMN_1732296	C5orf47	up
C5orf60	-1.96502759772271	8.54841846627105	-6.08918538662417	1.11215186384297e-06	1.06913309609612e-05	5.01803916299983	ILMN_1736096	C5orf60	down
C5orf64	1.42856680782039	9.2999493175938	6.08556277292057	1.1234115489631e-06	1.07887890942856e-05	5.00796477755511	ILMN_1734276	C5orf64	up
C5orf66-AS2	1.29191864032164	7.89388287379577	6.08387853305912	1.12868554969102e-06	1.08340295578126e-05	5.00328071420697	ILMN_2338452	C5orf66-AS2	up
C6orf120	-1.76374367885855	7.81642962418146	-6.07880613614683	1.1447205818644e-06	1.09605998570152e-05	4.98917288174	ILMN_1733669	C6orf120	down
C6orf15	1.73625577484084	7.85044687726207	6.07084928245206	1.17033846767109e-06	1.1189180300259e-05	4.96703976520668	ILMN_1663665	C6orf15	up
C6orf203	2.00936400712906	8.71464852597538	6.06926943908615	1.17549335737687e-06	1.12217321203481e-05	4.96264480843789	ILMN_1697317	C6orf203	up
C6orf222	-1.32434574285162	9.43352808834694	-6.0690256113076	1.17629098405875e-06	1.12237764728939e-05	4.96196649369305	ILMN_1767894	C6orf222	down
C7	-1.5109304069989	11.2218202832557	-6.06327519046514	1.19526129128086e-06	1.13540968884339e-05	4.94596825123343	ILMN_1765796	C7	down
C7orf26	1.16122362975358	9.07024434219022	6.06001111729997	1.20616630245485e-06	1.14393441136034e-05	4.93688650565548	ILMN_1813763	C7orf26	up
C7orf31	-1.22303128410306	8.70366583537062	-6.05987771445423	1.20661411969751e-06	1.14393441136034e-05	4.936515322418	ILMN_1795338	C7orf31	down
C7orf33	1.30392566893086	7.43036449283755	6.05734197739217	1.21515825145011e-06	1.15146719827065e-05	4.92945965168486	ILMN_1695443	C7orf33	up
C7orf61	1.00777407971833	9.49121016475677	6.05323904321552	1.22911251074725e-06	1.16239961930846e-05	4.9180425601488	ILMN_1707649	C7orf61	up
C7orf66	-2.05430952410432	8.47324882787571	-6.05290836573035	1.23024417444581e-06	1.16289812971202e-05	4.91712235759571	ILMN_1713347	C7orf66	down
C7orf69	2.11046244682426	11.3951596042727	6.05268622231258	1.23100499673953e-06	1.16304578179183e-05	4.91650417826315	ILMN_1671703	C7orf69	up
C7orf71	2.03970445964924	7.88921177726783	6.04873248356872	1.24462589930483e-06	1.17533744717858e-05	4.90550131367407	ILMN_1677814	C7orf71	up
C8orf44	1.72198503843539	10.3019293625874	6.04059634351379	1.27313574760012e-06	1.19697161489912e-05	4.88285672185444	ILMN_2232177	C8orf44	up
C8orf48	-1.39365743097202	10.7888015132767	-6.03795033101557	1.28254888713023e-06	1.20464406215025e-05	4.87549158624891	ILMN_2337974	C8orf48	down
C8orf59	2.0012630614381	8.13893360969499	6.03413723067064	1.29623754166277e-06	1.21631343177683e-05	4.86487725718635	ILMN_2385672	C8orf59	up
C8orf74	-2.057427593203	10.0004101703094	-6.03342260621679	1.29881932368498e-06	1.218141809381e-05	4.86288791279816	ILMN_1781514	C8orf74	down
C8orf87	-1.00403671582238	9.93771053467494	-6.03018151813531	1.310593930139e-06	1.22679244964252e-05	4.85386517330773	ILMN_2345319	C8orf87	down
C9orf135	1.54081412233259	7.80394876653838	6.02089689260791	1.34492365179779e-06	1.25526207501127e-05	4.82801516353364	ILMN_1858762	C9orf135	up
C9orf139	1.27056758865688	9.15166733258698	6.01973596976966	1.34927945662806e-06	1.25810159211062e-05	4.82478265218803	ILMN_1707137	C9orf139	up
C9orf16	-1.6516023056552	10.4723290351422	-6.0184960684541	1.35394730440208e-06	1.26123633643964e-05	4.82133015721329	ILMN_2237428	C9orf16	down
C9orf163	1.29242931000761	7.90592730017171	6.01806403312291	1.35557760810798e-06	1.26214379813964e-05	4.82012714061696	ILMN_1670692	C9orf163	up
C9orf43	-1.29133829961806	10.4890973529987	-6.00784842486182	1.39470886799026e-06	1.29544277086725e-05	4.79167878005439	ILMN_1784871	C9orf43	down
C9orf50	-1.51455784727473	7.79395403268294	-6.00428317401885	1.40863222914377e-06	1.30711285864977e-05	4.78174909735165	ILMN_1889011	C9orf50	down
C9orf57	1.17060114154709	8.20083473168533	6.00334757662125	1.41230917658065e-06	1.30989292771e-05	4.7791432364171	ILMN_1699489	C9orf57	up
CA6	1.12979316600714	7.70939631531625	5.96939886483679	1.55248547281425e-06	1.4275148448879e-05	4.68455993700551	ILMN_2363744	CA6	up
CAAP1	1.36278681866136	7.56761957112507	5.96583779309278	1.56797948972928e-06	1.43901018437178e-05	4.67463545484846	ILMN_1723486	CAAP1	up
CABLES2	1.06817021484603	8.78630288199436	5.9588606561153	1.59879003345231e-06	1.46309824374352e-05	4.65518894282078	ILMN_1699931	CABLES2	up
CABP2	-1.30918397347499	7.82841756948722	-5.95840144766411	1.60083914332181e-06	1.46358088217387e-05	4.65390897063365	ILMN_1680251	CABP2	down
CACFD1	1.1623385994443	8.40732758413999	5.94911883809196	1.64283302470121e-06	1.4977031309551e-05	4.62803311282509	ILMN_1790859	CACFD1	up
CACNA1F	-1.22671458412711	7.85721608666116	-5.94032400084449	1.6836444140396e-06	1.52983391348444e-05	4.60351342351303	ILMN_1724754	CACNA1F	down
CACNA2D1	-1.22915352147201	8.05399975433582	-5.93493200366667	1.70916909970532e-06	1.54863762609192e-05	4.58847905389989	ILMN_1814917	CACNA2D1	down
CACNB2	1.12402969601943	7.57492129929739	5.92900273268347	1.73768766100374e-06	1.57077818830207e-05	4.57194516294265	ILMN_1702691	CACNB2	up
CACNG4	-1.65448053781341	9.6034737171861	-5.92153951885762	1.77426697737617e-06	1.59876254564785e-05	4.55113169872716	ILMN_1783805	CACNG4	down
CACNG6	1.35613413339276	9.77958972069538	5.92119191437768	1.77598947423346e-06	1.59938827370575e-05	4.55016223910246	ILMN_2371700	CACNG6	up
CACNG7	-1.08047061499326	7.50367920610476	-5.92054863196543	1.77918160086327e-06	1.6015132089006e-05	4.54836812811468	ILMN_1717265	CACNG7	down
CADM2	-1.28670580661746	7.47770634768156	-5.91355576934374	1.81425722058916e-06	1.62775428615919e-05	4.52886394870941	ILMN_2367638	CADM2	down
CADM3	-1.78898652423633	8.9603655464615	-5.91274557388598	1.81836588224352e-06	1.63068000516719e-05	4.52660405522166	ILMN_1674817	CADM3	down
CAGE1	1.31486241848891	9.1321197294351	5.90816828633648	1.84175496763808e-06	1.64858066810079e-05	4.51383602718707	ILMN_1772876	CAGE1	up
CALB1	1.24676157624089	7.42901262162931	5.90665868440436	1.84953504291928e-06	1.6547747016556e-05	4.50962490613106	ILMN_1717261	CALB1	up
CALB2	-1.12679511463365	8.58713948558806	-5.90570183611321	1.85448351647114e-06	1.65843072630585e-05	4.5069556742804	ILMN_1794490	CALB2	down
CALCR	1.04044919007142	9.44036728267239	5.90185356289282	1.87452048791181e-06	1.67246178596807e-05	4.49622011926622	ILMN_1782419	CALCR	up
CALCRL	1.21881117697762	7.38858924384355	5.90067965835688	1.88067602234455e-06	1.67717589085859e-05	4.49294514861996	ILMN_1787461	CALCRL	up
CALHM3	1.07340381572678	8.35280996362636	5.89836635730435	1.89286582243015e-06	1.6849221175505e-05	4.48649131349505	ILMN_1692219	CALHM3	up
CALHM5	1.01369923431321	8.53680438775709	5.89678216505663	1.90125952428974e-06	1.69082885849457e-05	4.48207147968223	ILMN_1693334	CALHM5	up
CALM1	1.26289428486639	8.11320450714567	5.89468624292778	1.91242224164317e-06	1.69918495336019e-05	4.47622378332601	ILMN_1670881	CALM1	up
CALML4	-1.06257396499197	9.08859870227152	-5.89010899021191	1.9370304540431e-06	1.71787541788719e-05	4.4634524712988	ILMN_1810962	CALML4	down
CALU	-1.93333057733848	10.39673186446	-5.88698734963362	1.95399575249978e-06	1.72814079517636e-05	4.45474208229511	ILMN_1660718	CALU	down
CAMK1	-1.01939601307281	9.60705020468314	-5.88363204781292	1.97239791522688e-06	1.74281333474066e-05	4.44537926988179	ILMN_1662198	CAMK1	down
CAMK1G	-2.08258119801635	8.74135545877561	-5.88246265521011	1.97885240031881e-06	1.74691164628419e-05	4.4421160297762	ILMN_2149164	CAMK1G	down
CAMK2B	-1.47166586598931	9.83554261321584	-5.87877661703262	1.99933714171698e-06	1.76308092550512e-05	4.4318296295666	ILMN_1733690	CAMK2B	down
CAMK2D	1.27790953165808	9.54021768780013	5.8786531320235	2.00002708180986e-06	1.76308092550512e-05	4.43148501829341	ILMN_1815057	CAMK2D	up
CAMK2G	-1.61535000377253	9.04154819183696	-5.87847652271775	2.00101425682515e-06	1.76308092550512e-05	4.43099215129304	ILMN_1738589	CAMK2G	down
CAMKK1	-1.70919362724163	10.2350126584932	-5.87681019675279	2.01035254738271e-06	1.76822778241673e-05	4.4263418431018	ILMN_1675331	CAMKK1	down
CAMKMT	1.65392794473336	9.35293965954691	5.87201097858249	2.03749398554936e-06	1.79046296509947e-05	4.41294779395752	ILMN_1697377	CAMKMT	up
CAMP	-1.22461424892496	8.98834416341091	-5.86855960833456	2.05724073720757e-06	1.80534136956774e-05	4.40331487684507	ILMN_1838313	CAMP	down
CANX	1.28577759399593	7.5232824934335	5.86025159229658	2.1055686776338e-06	1.8391454461581e-05	4.38012498757705	ILMN_1756550	CANX	up
CAP2	-2.43107753350836	8.61708514279653	-5.85998849348985	2.10711767197778e-06	1.8391454461581e-05	4.37939056572473	ILMN_1702255	CAP2	down
CAPN11	2.06695213245382	7.76899658370275	5.85697431020374	2.12494579151186e-06	1.85208234007803e-05	4.37097649819853	ILMN_2359306	CAPN11	up
CAPN2	1.31105433165251	8.17996014512605	5.8512299499173	2.15934400497047e-06	1.87780928027179e-05	4.3549402204366	ILMN_2223941	CAPN2	up
CAPN5	-1.58886702145237	8.22926618778966	-5.84780954414382	2.18009181809768e-06	1.89413939534449e-05	4.34539104091552	ILMN_2384591	CAPN5	down
CAPZA1	-1.56905031829606	8.85180293354848	-5.83924038160256	2.23295741296535e-06	1.93134751779683e-05	4.32146553709318	ILMN_1779648	CAPZA1	down
CAPZA2	-1.20823852974493	8.70053553179791	-5.83865536597405	2.23661327201936e-06	1.93364013036245e-05	4.31983204842181	ILMN_1806787	CAPZA2	down
CAPZA3	2.80122927847797	9.74806193227938	5.83616369436402	2.25225177147339e-06	1.94628549308455e-05	4.3128746301705	ILMN_1700183	CAPZA3	up
CAPZB	1.11524956237984	9.35724394550746	5.83557607702753	2.25595585788251e-06	1.94861099605873e-05	4.31123381167438	ILMN_1702231	CAPZB	up
CARD9	-1.07759731126236	7.84397448130578	-5.82539535259413	2.32111352142997e-06	1.99592935620147e-05	4.28280396384876	ILMN_2189371	CARD9	down
CARHSP1	2.99647414825379	9.78337573947699	5.82403430207494	2.32996682301637e-06	2.00175264884069e-05	4.27900292878454	ILMN_1719759	CARHSP1	up
CARM1	1.04789047993829	7.63520608373605	5.82343521819171	2.33387448763063e-06	2.00421471625281e-05	4.27732983372904	ILMN_1669465	CARM1	up
CARMIL2	-1.25577664498718	8.2245418444535	-5.82160293476533	2.34586698993738e-06	2.01271620956447e-05	4.27221263539956	ILMN_1830462	CARMIL2	down
CASC1	2.65581449058139	9.91811698835197	5.81439793336323	2.39362935312036e-06	2.04730343426515e-05	4.25208938716777	ILMN_1653028	CASC1	up
CASC10	1.74314369136394	9.49444579602559	5.81195341910744	2.41005566396909e-06	2.06043692231597e-05	4.24526156126861	ILMN_1785902	CASC10	up
CASK	1.21373645189725	10.1118521858814	5.80334890108966	2.46878330942179e-06	2.10409905804331e-05	4.22122647948622	ILMN_1724139	CASK	up
CASP14	-3.25503653730967	9.7047786988281	-5.79651057138827	2.51648231212913e-06	2.13906556589111e-05	4.20212313832592	ILMN_1814221	CASP14	down
CASP16P	1.91934878025317	8.66550067689325	5.79475999476435	2.52884146415814e-06	2.14862166097818e-05	4.19723253430202	ILMN_2364022	CASP16P	up
CASP3	-1.07607399392147	7.88625076874955	-5.79060097966932	2.55844991241152e-06	2.17185977560229e-05	4.18561304845047	ILMN_1793241	CASP3	down
CASP6	-1.97186752521931	9.98571563366447	-5.78820201926343	2.57568680320585e-06	2.18360120522114e-05	4.17891056002743	ILMN_1733746	CASP6	down
CASP8	1.83458420758757	9.94549088885932	5.78481652986141	2.60021114379303e-06	2.20245097146643e-05	4.16945147878456	ILMN_2390853	CASP8	up
CASR	-1.07351861977134	9.52542980602139	-5.77961954642826	2.63831604290237e-06	2.22981754838621e-05	4.15493035736359	ILMN_1719998	CASR	down
CASTOR3	1.69960559171579	7.62361396442045	5.77289535329314	2.68845402740297e-06	2.26820621364577e-05	4.1361407263024	ILMN_1801341	CASTOR3	up
CATSPER4	1.69637006436895	8.66882882797844	5.76265012410657	2.76669627613592e-06	2.32605636222686e-05	4.107509456347	ILMN_1752249	CATSPER4	up
CAVIN3	2.40058093186139	8.71161531143293	5.75699669572076	2.8108483245991e-06	2.35289287954692e-05	4.09170904599993	ILMN_1722622	CAVIN3	up
CAVIN4	1.04436322848852	8.68222074471753	5.75637270603353	2.81576479858527e-06	2.35598310855095e-05	4.08996503793582	ILMN_1706498	CAVIN4	up
CBFA2T3	1.64291029965179	9.14511966167273	5.75339840663529	2.83931879049922e-06	2.37259497193932e-05	4.08165191768236	ILMN_1657683	CBFA2T3	up
CBL	-1.12207245931111	7.52013515660012	-5.75256689653761	2.84593905779078e-06	2.37606266127012e-05	4.07932781317052	ILMN_1800332	CBL	down
CBLN2	1.7650601999721	7.62751073878157	5.74205734555843	2.93096461512021e-06	2.43965504096673e-05	4.04995145105908	ILMN_1798663	CBLN2	up
CBX1	-1.33536696677158	9.71338631840152	-5.72848968143194	3.04452296417819e-06	2.52432947150568e-05	4.01202237238841	ILMN_1752810	CBX1	down
CBX8	1.48756582327905	8.37490174292199	5.7196368939991	3.12099524494032e-06	2.57995120462707e-05	3.98727122270126	ILMN_2329569	CBX8	up
CBY1	1.06079386651845	8.18513246073656	5.71781638648056	3.1369591832058e-06	2.59203379931902e-05	3.98218107736998	ILMN_1787509	CBY1	up
CCAR2	-1.20379147246597	9.66902183418703	-5.71026134642368	3.20409158731777e-06	2.63956769908542e-05	3.96105622126266	ILMN_1662470	CCAR2	down
CCBE1	1.47496171695559	8.14253278046852	5.7050021248119	3.25167531233148e-06	2.67723970577426e-05	3.94634988762131	ILMN_2331082	CCBE1	up
CCDC105	1.2707935553643	7.80160653937953	5.69929560033628	3.30411060023556e-06	2.71614835496287e-05	3.93039196318929	ILMN_1743095	CCDC105	up
CCDC12	-1.7708445254696	8.20439970407168	-5.68577184218092	3.43179751058881e-06	2.80910880483772e-05	3.89257041577678	ILMN_2160210	CCDC12	down
CCDC122	-2.47510349909342	8.67737573767004	-5.68318666612002	3.45676519928378e-06	2.82593860490535e-05	3.88534001436596	ILMN_1698148	CCDC122	down
CCDC126	1.08674443819082	8.04067951602363	5.68041161887642	3.48377002113225e-06	2.84438879993633e-05	3.87757839115422	ILMN_1712708	CCDC126	up
CCDC127	1.19220593211199	7.22588594542508	5.67906686864805	3.49693240936858e-06	2.85392413350081e-05	3.87381714857007	ILMN_1781001	CCDC127	up
CCDC13	1.66869856492298	8.24521563212875	5.67592452264827	3.52788494252367e-06	2.87674416084719e-05	3.86502789760613	ILMN_1736178	CCDC13	up
CCDC134	1.06752685577307	7.46793630506159	5.67351813940574	3.55177430598028e-06	2.89377088309346e-05	3.85829700524835	ILMN_1726549	CCDC134	up
CCDC136	1.54387234791417	9.72154265271516	5.67319616096173	3.55498306201966e-06	2.89515894077097e-05	3.85739638952576	ILMN_2065690	CCDC136	up
CCDC15	-1.71740036701615	12.5413653743253	-5.66474095858944	3.64029695262672e-06	2.95089558283723e-05	3.8337452425116	ILMN_1678757	CCDC15	down
CCDC151	1.01143325627706	9.00181788493728	5.65983763864272	3.69071206991362e-06	2.98924367902562e-05	3.82002879695433	ILMN_1740319	CCDC151	up
CCDC162P	-1.98631262258226	11.4226300993628	-5.64919436623259	3.80257361552754e-06	3.07079370563761e-05	3.79025373634145	ILMN_1794863	CCDC162P	down
CCDC163	-1.31198238704638	7.88623579369566	-5.64743284722028	3.82141337165763e-06	3.08471286685716e-05	3.78532557198	ILMN_1777644	CCDC163	down
CCDC168	1.43679820650441	7.73035817238016	5.64375147510978	3.86108985243094e-06	3.1141268092814e-05	3.77502606793824	ILMN_1691884	CCDC168	up
CCDC170	-1.77299758677106	8.1612775797851	-5.64102792531172	3.89070958864284e-06	3.13538708199136e-05	3.76740611848079	ILMN_1805200	CCDC170	down
CCDC172	2.16762457398927	8.07425234834313	5.63783190091756	3.92575913856305e-06	3.160983791938e-05	3.75846408823559	ILMN_1674442	CCDC172	up
CCDC18	-1.22837887829688	9.38736930477562	-5.63130282388259	3.99835070419807e-06	3.2100281363086e-05	3.74019601194342	ILMN_1694106	CCDC18	down
